hpoID,Batch_Size,lr,Dropout_Rate,Weight_Decay_Beta1,Epsilon,FC_Size
50015,64,3e-06,0.3,0.9,1e-08,192
50016,192,0.0003,0.7,0.9,1.0,128
50017,192,3e-05,0.3,0.8,1.0,192
50018,128,3e-06,0.5,0.9,0.1,64
50019,128,0.0003,0.7,0.8,1.0,256
50020,128,0.0003,0.5,0.9,1e-08,192
50021,64,0.0003,0.7,0.95,1.0,128
50022,128,3e-05,0.5,0.95,1e-08,128
50023,64,3e-05,0.7,0.9,1.0,256
50024,128,0.0003,0.7,0.9,1e-08,128
50025,256,0.0003,0.7,0.8,1.0,64
50026,256,3e-06,0.7,0.9,1e-08,64
50027,128,0.0003,0.3,0.9,1e-08,64
50028,128,0.0003,0.7,0.9,1.0,128
50029,64,0.0003,0.5,0.95,1e-08,64
50030,64,3e-06,0.5,0.9,1e-08,128
50031,256,3e-05,0.3,0.8,1e-08,256
50032,192,3e-05,0.7,0.9,1.0,128
50033,128,0.0003,0.5,0.95,0.1,256
50034,256,0.0003,0.5,0.95,1e-08,64
50035,128,0.0003,0.3,0.8,1.0,256
50036,128,3e-05,0.5,0.8,1.0,192
50037,256,3e-06,0.7,0.9,0.1,64
50038,192,3e-05,0.3,0.9,1e-08,64
50039,192,3e-06,0.7,0.95,0.1,128
50040,192,3e-05,0.3,0.9,1.0,192
50041,128,3e-05,0.7,0.9,0.1,64
50042,128,3e-06,0.7,0.95,1.0,192
50043,64,3e-06,0.3,0.95,0.1,128
50044,256,0.0003,0.3,0.9,1.0,128
50045,256,3e-05,0.3,0.9,1.0,128
50046,64,0.0003,0.7,0.95,1.0,256
50047,256,0.0003,0.7,0.95,1e-08,256
50048,64,0.0003,0.7,0.9,1.0,192
50049,128,3e-06,0.3,0.9,1.0,64
50050,256,3e-06,0.5,0.95,0.1,64
50051,128,3e-06,0.7,0.8,1.0,128
50052,64,3e-05,0.7,0.9,0.1,256
50053,256,3e-06,0.7,0.9,1.0,128
50054,128,3e-06,0.3,0.8,1e-08,64
50055,128,3e-05,0.3,0.9,0.1,64
50056,64,3e-05,0.3,0.9,1.0,128
50057,256,3e-06,0.5,0.9,1e-08,192
50058,256,3e-06,0.7,0.9,1e-08,128
50059,128,3e-05,0.3,0.9,1e-08,256
50060,128,3e-05,0.3,0.95,1.0,128
50061,128,0.0003,0.7,0.95,1.0,256
50062,256,0.0003,0.5,0.9,0.1,192
50063,64,0.0003,0.3,0.95,1.0,128
50064,256,3e-05,0.7,0.9,1.0,64
50065,256,3e-05,0.3,0.95,1.0,256
50066,128,0.0003,0.3,0.95,0.1,128
50067,64,0.0003,0.5,0.9,1e-08,128
50068,64,0.0003,0.3,0.95,0.1,64
50069,192,0.0003,0.7,0.9,0.1,256
50070,128,0.0003,0.7,0.95,1e-08,192
50071,128,0.0003,0.3,0.9,0.1,256
50072,128,0.0003,0.7,0.95,1.0,256
50073,192,3e-06,0.5,0.8,1.0,128
50074,64,3e-06,0.5,0.8,1e-08,64
50075,128,3e-06,0.5,0.95,1.0,64
50076,192,0.0003,0.5,0.95,1.0,128
50077,256,3e-05,0.3,0.8,0.1,192
50078,192,3e-05,0.5,0.95,1e-08,64
50079,192,0.0003,0.5,0.95,0.1,192
50080,128,3e-05,0.5,0.8,1e-08,128
50081,256,3e-05,0.7,0.8,1e-08,192
50082,128,0.0003,0.3,0.9,1e-08,64
50083,128,3e-05,0.3,0.8,1.0,192
50084,128,0.0003,0.7,0.95,0.1,192
50085,128,0.0003,0.3,0.95,1.0,128
50086,256,3e-05,0.7,0.9,1e-08,64
50087,64,0.0003,0.7,0.8,1.0,64
50088,64,3e-05,0.5,0.9,1e-08,256
50089,64,0.0003,0.3,0.95,1e-08,128
50090,256,0.0003,0.3,0.8,1e-08,256
50091,192,3e-05,0.3,0.95,1e-08,64
50092,256,3e-06,0.7,0.95,1e-08,64
50093,128,0.0003,0.5,0.95,0.1,256
50094,192,3e-06,0.7,0.95,1e-08,128
50095,128,3e-06,0.7,0.95,0.1,128
50096,64,3e-06,0.7,0.8,0.1,64
50097,64,3e-05,0.3,0.95,1.0,192
50098,192,3e-05,0.7,0.8,1.0,128
50099,64,0.0003,0.7,0.9,1.0,256
50100,64,0.0003,0.7,0.95,1e-08,256
50101,64,3e-05,0.7,0.8,0.1,128
50102,64,3e-05,0.3,0.9,1.0,256
50103,128,3e-06,0.7,0.8,1.0,128
50104,128,3e-06,0.3,0.8,0.1,256
50105,256,3e-06,0.3,0.9,1.0,128
50106,64,3e-05,0.3,0.8,0.1,192
50107,128,3e-05,0.5,0.8,1e-08,256
50108,192,3e-05,0.5,0.95,0.1,64
50109,256,3e-05,0.3,0.9,1e-08,256
50110,64,3e-06,0.3,0.95,1e-08,256
50111,64,0.0003,0.7,0.8,0.1,128
50112,256,3e-06,0.7,0.8,0.1,128
50113,64,0.0003,0.5,0.9,1.0,256
50114,128,3e-06,0.3,0.8,1.0,64
50115,128,3e-05,0.5,0.8,1e-08,192
50116,256,3e-05,0.7,0.8,1.0,64
50117,64,3e-05,0.5,0.9,0.1,192
50118,256,0.0003,0.5,0.8,1e-08,64
50119,256,3e-06,0.3,0.95,1e-08,256
50120,128,3e-06,0.5,0.8,1.0,64
50121,256,3e-06,0.5,0.8,1e-08,128
50122,192,3e-05,0.3,0.9,1e-08,128
50123,128,3e-06,0.7,0.9,1.0,256
50124,128,3e-05,0.3,0.95,1e-08,64
50125,128,3e-06,0.7,0.8,1.0,192
50126,64,0.0003,0.7,0.95,0.1,64
50127,256,0.0003,0.3,0.9,1.0,64
50128,256,3e-05,0.3,0.8,0.1,192
50129,192,3e-05,0.3,0.8,1e-08,192
50130,64,3e-05,0.7,0.95,0.1,128
50131,256,3e-05,0.5,0.9,0.1,192
50132,128,3e-05,0.3,0.8,1e-08,64
50133,192,3e-05,0.7,0.95,1e-08,192
50134,256,0.0003,0.5,0.9,1.0,128
50135,128,0.0003,0.3,0.9,1.0,64
50136,64,3e-06,0.3,0.8,1e-08,192
50137,256,3e-05,0.7,0.9,0.1,64
50138,192,3e-06,0.5,0.95,0.1,192
50139,128,0.0003,0.7,0.95,1.0,256
50140,192,3e-05,0.7,0.9,1.0,192
50141,256,0.0003,0.7,0.95,0.1,192
50142,128,3e-05,0.3,0.9,0.1,128
50143,256,0.0003,0.3,0.95,1.0,256
50144,64,0.0003,0.3,0.95,1.0,192
50145,128,3e-06,0.7,0.8,1.0,256
50146,64,3e-05,0.3,0.8,1e-08,64
50147,64,3e-05,0.3,0.9,1e-08,128
50148,128,3e-05,0.7,0.95,0.1,64
50149,256,3e-05,0.3,0.8,1e-08,128
50150,64,3e-05,0.7,0.8,0.1,256
50151,128,3e-06,0.5,0.9,0.1,256
50152,256,0.0003,0.7,0.95,1.0,64
50153,64,3e-05,0.5,0.95,0.1,256
50154,256,3e-05,0.3,0.9,0.1,256
50155,64,3e-06,0.7,0.9,1.0,128
50156,64,0.0003,0.7,0.9,1e-08,64
50157,64,3e-05,0.7,0.9,1.0,128
50158,192,3e-06,0.7,0.8,0.1,192
50159,64,0.0003,0.3,0.95,1.0,64
50160,64,3e-06,0.7,0.9,1e-08,64
50161,128,0.0003,0.5,0.95,1.0,128
50162,64,0.0003,0.3,0.9,1e-08,128
50163,128,3e-06,0.3,0.9,0.1,256
50164,64,0.0003,0.5,0.95,1e-08,256
50165,256,0.0003,0.5,0.9,1e-08,128
50166,128,0.0003,0.3,0.8,0.1,256
50167,128,3e-06,0.7,0.95,0.1,256
50168,64,3e-06,0.3,0.9,1e-08,192
50169,128,3e-05,0.7,0.8,1.0,64
50170,128,0.0003,0.5,0.8,1e-08,64
50171,256,3e-05,0.5,0.9,1e-08,256
50172,128,3e-05,0.7,0.95,1e-08,128
50173,256,3e-06,0.3,0.8,1e-08,256
50174,128,3e-06,0.5,0.95,0.1,64
50175,64,0.0003,0.3,0.8,0.1,192
50176,256,3e-06,0.7,0.8,1.0,192
50177,128,3e-05,0.7,0.8,1.0,256
50178,64,3e-06,0.5,0.9,1e-08,256
50179,128,3e-05,0.3,0.95,0.1,256
50180,64,0.0003,0.7,0.95,1e-08,128
50181,256,3e-05,0.3,0.9,0.1,64
50182,128,0.0003,0.3,0.9,1e-08,64
50183,128,3e-05,0.3,0.9,1e-08,128
50184,256,0.0003,0.5,0.9,0.1,192
50185,256,3e-06,0.3,0.9,1e-08,64
50186,128,3e-06,0.7,0.8,0.1,192
50187,128,3e-05,0.5,0.8,1e-08,256
50188,128,3e-06,0.3,0.9,0.1,256
50189,128,3e-05,0.3,0.9,1e-08,256
50190,128,3e-05,0.7,0.95,1.0,64
50191,128,0.0003,0.7,0.8,1.0,192
50192,64,0.0003,0.5,0.95,0.1,256
50193,64,0.0003,0.3,0.95,1e-08,128
50194,64,0.0003,0.7,0.9,0.1,128
50195,256,0.0003,0.7,0.9,1.0,192
50196,64,3e-06,0.5,0.95,1.0,64
50197,128,0.0003,0.7,0.8,1.0,256
50198,192,3e-06,0.5,0.8,0.1,192
50199,64,3e-05,0.3,0.8,1e-08,192
50200,64,3e-05,0.7,0.8,1e-08,192
50201,64,3e-06,0.3,0.9,1.0,64
50202,64,3e-05,0.3,0.8,1.0,192
50203,64,0.0003,0.7,0.9,1e-08,192
50204,256,0.0003,0.3,0.95,1.0,64
50205,128,3e-06,0.5,0.9,0.1,192
50206,64,3e-05,0.7,0.95,1.0,64
50207,128,3e-05,0.3,0.9,0.1,64
50208,64,3e-05,0.7,0.95,1.0,128
50209,192,0.0003,0.7,0.9,1e-08,192
50210,256,3e-06,0.7,0.8,0.1,192
50211,64,3e-05,0.7,0.95,1e-08,192
50212,128,0.0003,0.3,0.95,1e-08,192
50213,128,0.0003,0.3,0.95,1e-08,64
50214,128,3e-06,0.7,0.8,0.1,64
50215,128,0.0003,0.3,0.8,0.1,64
50216,128,0.0003,0.7,0.8,1.0,64
50217,64,0.0003,0.3,0.8,1.0,64
50218,64,3e-06,0.7,0.8,1e-08,128
50219,256,3e-05,0.3,0.9,0.1,192
50220,256,3e-06,0.5,0.9,0.1,256
50221,192,0.0003,0.3,0.9,1.0,64
50222,256,3e-05,0.7,0.9,1e-08,256
50223,64,3e-06,0.7,0.9,0.1,128
50224,192,0.0003,0.7,0.8,0.1,192
50225,128,3e-05,0.3,0.95,0.1,128
50226,128,0.0003,0.7,0.9,0.1,128
50227,128,3e-05,0.5,0.9,1.0,192
50228,192,3e-05,0.3,0.9,1.0,64
50229,128,0.0003,0.5,0.95,1.0,64
50230,64,3e-06,0.3,0.95,0.1,256
50231,64,3e-05,0.7,0.8,1.0,64
50232,256,0.0003,0.3,0.8,0.1,192
50233,64,3e-05,0.5,0.95,0.1,128
50234,64,3e-06,0.7,0.95,0.1,64
50235,128,3e-06,0.7,0.9,1e-08,256
50236,128,3e-05,0.7,0.9,0.1,192
50237,64,3e-06,0.5,0.9,0.1,64
50238,128,3e-05,0.3,0.8,1e-08,256
50239,256,0.0003,0.3,0.9,0.1,128
50240,128,3e-06,0.3,0.9,1e-08,64
50241,128,3e-05,0.5,0.9,1e-08,256
50242,128,3e-06,0.7,0.95,1.0,128
50243,64,0.0003,0.7,0.95,0.1,128
50244,128,0.0003,0.5,0.95,1.0,128
50245,256,3e-06,0.5,0.95,1.0,256
50246,192,3e-05,0.3,0.8,1e-08,128
50247,128,3e-05,0.5,0.8,1.0,256
50248,256,0.0003,0.5,0.95,1.0,192
50249,64,3e-05,0.5,0.8,1.0,256
50250,192,3e-05,0.3,0.8,1.0,128
50251,64,3e-05,0.5,0.8,1.0,192
50252,128,3e-05,0.7,0.9,1.0,64
50253,128,3e-05,0.5,0.8,1.0,256
50254,256,3e-06,0.5,0.8,1.0,256
50255,192,0.0003,0.7,0.9,0.1,64
50256,128,0.0003,0.7,0.9,0.1,256
50257,192,3e-06,0.3,0.9,1e-08,192
50258,64,0.0003,0.5,0.9,0.1,192
50259,256,3e-05,0.7,0.9,1e-08,64
50260,64,0.0003,0.3,0.95,1e-08,192
50261,192,0.0003,0.7,0.8,0.1,128
50262,128,3e-05,0.5,0.95,0.1,256
50263,256,3e-06,0.5,0.95,1.0,128
50264,64,3e-06,0.5,0.95,0.1,128
50265,64,3e-06,0.5,0.95,1.0,128
50266,64,0.0003,0.7,0.95,1.0,192
50267,64,3e-05,0.3,0.95,1e-08,128
50268,64,3e-06,0.3,0.8,0.1,256
50269,192,3e-05,0.3,0.8,1.0,256
50270,192,0.0003,0.5,0.9,0.1,64
50271,128,0.0003,0.5,0.9,1e-08,192
50272,192,3e-05,0.7,0.95,0.1,192
50273,256,3e-05,0.7,0.95,1.0,192
50274,256,3e-05,0.7,0.95,0.1,256
50275,128,3e-05,0.5,0.9,1.0,192
50276,256,3e-05,0.5,0.95,1.0,64
50277,128,3e-06,0.3,0.95,0.1,256
50278,64,3e-05,0.7,0.95,1e-08,64
50279,192,0.0003,0.7,0.8,0.1,192
50280,128,0.0003,0.5,0.95,1e-08,128
50281,256,3e-06,0.5,0.8,1.0,192
50282,128,0.0003,0.5,0.95,1e-08,256
50283,192,3e-06,0.7,0.8,1e-08,64
50284,64,3e-05,0.5,0.9,0.1,192
50285,192,3e-05,0.7,0.95,1.0,256
50286,128,3e-05,0.3,0.9,0.1,256
50287,256,3e-06,0.5,0.9,1.0,64
50288,192,3e-05,0.3,0.9,0.1,128
50289,64,3e-05,0.7,0.8,1.0,192
50290,64,0.0003,0.3,0.9,1e-08,192
50291,64,3e-06,0.3,0.95,0.1,128
50292,128,3e-05,0.5,0.95,1.0,128
50293,256,3e-06,0.3,0.8,1e-08,256
50294,128,3e-06,0.7,0.9,1.0,256
50295,192,3e-05,0.5,0.95,1e-08,128
50296,192,0.0003,0.5,0.95,1.0,128
50297,64,3e-06,0.7,0.9,1e-08,128
50298,64,0.0003,0.3,0.95,1.0,256
50299,128,3e-06,0.5,0.8,1.0,64
50300,256,0.0003,0.7,0.8,1.0,192
50301,192,0.0003,0.3,0.95,1.0,128
50302,128,3e-05,0.7,0.8,0.1,192
50303,192,0.0003,0.5,0.95,0.1,128
50304,192,3e-05,0.7,0.8,1e-08,128
50305,128,3e-05,0.3,0.95,1.0,256
50306,256,0.0003,0.3,0.8,1.0,192
50307,64,3e-06,0.3,0.9,1.0,128
50308,256,0.0003,0.5,0.95,1e-08,128
50309,128,3e-06,0.3,0.95,1e-08,192
50310,128,3e-05,0.3,0.8,0.1,128
50311,128,3e-05,0.5,0.8,0.1,192
50312,256,3e-05,0.3,0.8,0.1,128
50313,128,3e-05,0.5,0.8,0.1,64
50314,128,3e-05,0.7,0.9,1e-08,128
50315,64,0.0003,0.3,0.8,1.0,192
50316,128,3e-06,0.7,0.8,0.1,256
50317,128,3e-06,0.7,0.9,1e-08,128
50318,64,3e-05,0.5,0.9,1e-08,128
50319,64,0.0003,0.7,0.8,1.0,256
50320,64,3e-06,0.7,0.9,1.0,64
50321,64,3e-05,0.3,0.8,1.0,64
50322,128,0.0003,0.5,0.95,1.0,64
50323,64,3e-05,0.5,0.8,1e-08,64
50324,256,0.0003,0.3,0.95,1.0,256
50325,192,3e-05,0.7,0.95,1.0,64
50326,128,3e-05,0.7,0.8,1e-08,128
50327,128,0.0003,0.7,0.9,1.0,192
50328,256,3e-05,0.7,0.8,1.0,128
50329,128,3e-05,0.5,0.8,1.0,192
50330,192,3e-06,0.7,0.8,1.0,256
50331,256,3e-06,0.7,0.9,1.0,256
50332,128,0.0003,0.5,0.8,0.1,256
50333,64,3e-06,0.7,0.9,1.0,256
50334,128,3e-05,0.7,0.9,0.1,192
50335,256,3e-05,0.5,0.95,1.0,128
50336,192,3e-05,0.3,0.9,1e-08,64
50337,192,3e-05,0.7,0.95,0.1,128
50338,256,0.0003,0.7,0.95,1e-08,64
50339,64,3e-06,0.3,0.8,1e-08,128
50340,128,3e-06,0.3,0.95,1.0,192
50341,192,3e-05,0.5,0.8,0.1,128
50342,64,3e-06,0.5,0.9,0.1,128
50343,128,0.0003,0.3,0.8,1.0,192
50344,128,0.0003,0.5,0.8,1e-08,128
50345,192,3e-05,0.7,0.9,1.0,192
50346,128,3e-06,0.7,0.9,1.0,192
50347,192,0.0003,0.7,0.9,0.1,128
50348,64,3e-06,0.5,0.8,1e-08,128
50349,128,3e-06,0.7,0.8,1.0,256
50350,128,3e-06,0.3,0.8,1.0,192
50351,64,3e-06,0.5,0.95,1.0,256
50352,128,3e-05,0.7,0.95,1.0,192
50353,192,0.0003,0.3,0.95,1e-08,64
50354,256,3e-06,0.7,0.9,1.0,256
50355,128,3e-05,0.5,0.9,1.0,64
50356,64,3e-06,0.7,0.8,0.1,192
50357,64,0.0003,0.3,0.9,1e-08,64
50358,128,3e-06,0.5,0.9,1e-08,64
50359,256,3e-05,0.5,0.95,0.1,64
50360,256,3e-06,0.3,0.9,1.0,64
50361,64,3e-06,0.5,0.8,1.0,192
50362,256,0.0003,0.7,0.9,1.0,128
50363,64,3e-05,0.5,0.95,0.1,64
50364,128,3e-06,0.3,0.9,1e-08,64
50365,64,3e-05,0.5,0.9,0.1,256
50366,128,0.0003,0.5,0.9,1.0,256
50367,256,3e-05,0.3,0.8,0.1,64
50368,64,3e-05,0.7,0.95,1e-08,128
50369,256,3e-06,0.5,0.9,1.0,64
50370,128,3e-05,0.3,0.8,1e-08,128
50371,256,3e-05,0.3,0.8,1.0,64
50372,128,3e-05,0.5,0.95,1e-08,128
50373,64,3e-05,0.3,0.9,0.1,128
50374,192,0.0003,0.7,0.95,1e-08,128
50375,128,3e-06,0.7,0.9,0.1,128
50376,128,0.0003,0.5,0.95,1e-08,256
50377,256,0.0003,0.3,0.9,0.1,192
50378,64,0.0003,0.3,0.9,1e-08,128
50379,64,3e-06,0.7,0.95,1.0,128
50380,256,0.0003,0.7,0.8,1.0,192
50381,256,0.0003,0.5,0.95,1.0,256
50382,128,0.0003,0.5,0.9,1e-08,192
50383,128,3e-06,0.5,0.9,1e-08,128
50384,64,3e-05,0.3,0.9,0.1,128
50385,64,3e-05,0.3,0.9,1e-08,256
50386,64,3e-06,0.7,0.8,0.1,192
50387,128,0.0003,0.5,0.95,0.1,256
50388,192,3e-06,0.5,0.9,1e-08,128
50389,64,3e-05,0.7,0.8,0.1,256
50390,64,0.0003,0.5,0.95,0.1,64
50391,256,3e-05,0.7,0.8,1.0,64
50392,256,3e-06,0.5,0.95,1.0,192
50393,128,3e-06,0.5,0.8,1.0,192
50394,256,0.0003,0.5,0.8,1.0,64
50395,256,3e-05,0.3,0.8,1.0,192
50396,192,3e-06,0.5,0.8,1e-08,128
50397,128,3e-05,0.5,0.8,1e-08,192
50398,256,3e-05,0.5,0.8,1e-08,128
50399,64,0.0003,0.3,0.8,1.0,128
50400,128,0.0003,0.3,0.95,0.1,64
50401,256,3e-05,0.3,0.8,1.0,128
50402,256,0.0003,0.5,0.9,1.0,128
50403,192,0.0003,0.7,0.95,1e-08,192
50404,256,3e-05,0.7,0.95,0.1,64
50405,256,0.0003,0.3,0.8,1.0,192
50406,256,0.0003,0.7,0.95,1e-08,128
50407,256,3e-05,0.5,0.95,1.0,128
50408,64,0.0003,0.5,0.9,1.0,128
50409,256,0.0003,0.3,0.9,1.0,128
50410,256,0.0003,0.3,0.95,0.1,192
50411,128,3e-06,0.3,0.9,0.1,128
50412,128,3e-06,0.7,0.95,1.0,256
50413,128,0.0003,0.5,0.9,1.0,128
50414,256,3e-05,0.7,0.9,1e-08,64
50415,64,3e-06,0.3,0.8,1.0,192
50416,192,3e-06,0.3,0.8,1e-08,192
50417,192,0.0003,0.5,0.9,0.1,256
50418,128,3e-06,0.5,0.95,1e-08,256
50419,64,0.0003,0.5,0.9,1e-08,256
50420,128,0.0003,0.3,0.95,1e-08,192
50421,256,3e-06,0.5,0.95,1.0,256
50422,192,3e-06,0.5,0.95,1.0,192
50423,64,0.0003,0.7,0.9,1e-08,256
50424,256,3e-06,0.3,0.9,1e-08,64
50425,64,3e-05,0.7,0.95,1e-08,192
50426,128,3e-06,0.3,0.8,1.0,128
50427,64,0.0003,0.7,0.95,1.0,128
50428,64,0.0003,0.3,0.9,0.1,192
50429,128,0.0003,0.7,0.95,1e-08,192
50430,128,3e-06,0.5,0.95,1e-08,192
50431,128,3e-05,0.3,0.9,1e-08,128
50432,128,3e-06,0.5,0.95,1e-08,128
50433,256,0.0003,0.3,0.9,1.0,192
50434,256,0.0003,0.5,0.95,1.0,256
50435,64,3e-06,0.3,0.9,1.0,192
50436,128,3e-06,0.7,0.8,1.0,192
50437,256,0.0003,0.3,0.95,1e-08,128
50438,128,0.0003,0.5,0.95,0.1,192
50439,256,3e-06,0.3,0.8,1e-08,64
50440,64,3e-06,0.5,0.95,1.0,128
50441,256,3e-06,0.5,0.8,1.0,192
50442,256,3e-05,0.3,0.95,0.1,256
50443,128,3e-05,0.3,0.9,0.1,128
50444,128,3e-05,0.7,0.95,1.0,128
50445,256,3e-06,0.5,0.9,1.0,64
50446,128,3e-05,0.5,0.9,1.0,192
50447,128,3e-05,0.7,0.95,0.1,64
50448,128,0.0003,0.5,0.8,1e-08,128
50449,256,3e-06,0.7,0.8,1.0,192
50450,256,0.0003,0.3,0.9,1e-08,128
50451,128,0.0003,0.7,0.9,1.0,256
50452,64,3e-06,0.5,0.95,0.1,64
50453,128,3e-06,0.7,0.95,1e-08,256
50454,128,3e-06,0.5,0.9,0.1,64
50455,64,3e-06,0.7,0.9,1e-08,256
50456,128,3e-06,0.3,0.95,1e-08,256
50457,256,3e-05,0.5,0.8,1.0,64
50458,64,3e-06,0.5,0.95,1e-08,128
50459,256,0.0003,0.3,0.9,1.0,192
50460,64,0.0003,0.5,0.9,1e-08,64
50461,128,0.0003,0.7,0.8,0.1,128
50462,128,0.0003,0.7,0.95,1.0,192
50463,256,3e-05,0.5,0.95,0.1,192
50464,64,3e-06,0.3,0.9,0.1,128
50465,256,3e-06,0.3,0.95,0.1,128
50466,128,0.0003,0.5,0.95,1.0,192
50467,256,0.0003,0.7,0.8,1e-08,192
50468,64,3e-06,0.7,0.9,1e-08,64
50469,64,0.0003,0.3,0.95,1e-08,256
50470,192,3e-06,0.5,0.8,0.1,256
50471,256,0.0003,0.7,0.8,1e-08,128
50472,128,0.0003,0.5,0.95,1.0,256
50473,192,3e-05,0.5,0.8,1e-08,64
50474,128,3e-06,0.5,0.95,1.0,256
50475,256,3e-06,0.7,0.9,1e-08,128
50476,192,3e-05,0.7,0.9,0.1,192
50477,64,3e-05,0.3,0.8,1e-08,128
50478,128,0.0003,0.3,0.9,0.1,256
50479,64,3e-06,0.3,0.95,1e-08,256
50480,128,3e-05,0.3,0.95,1e-08,128
50481,128,0.0003,0.5,0.8,1.0,192
50482,64,0.0003,0.7,0.8,0.1,128
50483,256,3e-06,0.5,0.9,1e-08,128
50484,128,3e-06,0.5,0.9,0.1,64
50485,64,3e-06,0.5,0.95,1.0,64
50486,256,0.0003,0.3,0.9,1.0,64
50487,256,0.0003,0.7,0.95,0.1,64
50488,256,0.0003,0.7,0.9,1.0,192
50489,192,3e-06,0.7,0.9,1e-08,128
50490,64,3e-06,0.7,0.8,1.0,256
50491,128,3e-05,0.3,0.8,1e-08,192
50492,64,3e-06,0.7,0.8,0.1,256
50493,128,3e-05,0.7,0.9,1.0,64
50494,256,3e-05,0.7,0.8,1.0,128
50495,256,3e-05,0.7,0.9,1.0,64
50496,64,3e-06,0.5,0.8,1e-08,192
50497,192,0.0003,0.7,0.95,0.1,128
50498,128,3e-06,0.7,0.95,1e-08,64
50499,256,3e-05,0.3,0.9,0.1,64
50500,256,3e-06,0.3,0.8,1.0,64
50501,128,3e-05,0.5,0.95,0.1,64
50502,128,0.0003,0.3,0.8,0.1,192
50503,128,3e-06,0.5,0.8,0.1,192
50504,256,3e-06,0.7,0.8,0.1,128
50505,64,3e-06,0.3,0.8,1e-08,256
50506,256,3e-05,0.7,0.9,1.0,256
50507,256,3e-06,0.5,0.95,1e-08,64
50508,128,3e-05,0.3,0.8,1e-08,128
50509,128,3e-06,0.7,0.8,0.1,64
50510,192,0.0003,0.7,0.9,0.1,64
50511,128,3e-05,0.3,0.9,0.1,192
50512,64,3e-05,0.7,0.9,0.1,192
50513,64,3e-06,0.7,0.95,1.0,256
50514,256,3e-05,0.7,0.9,0.1,128
50515,192,0.0003,0.5,0.95,1.0,192
50516,128,3e-05,0.3,0.95,0.1,256
50517,256,3e-05,0.5,0.95,0.1,256
50518,256,0.0003,0.3,0.8,0.1,256
50519,64,0.0003,0.5,0.8,1e-08,128
50520,192,3e-05,0.3,0.9,1.0,256
50521,128,0.0003,0.7,0.9,0.1,192
50522,128,3e-05,0.5,0.8,0.1,128
50523,64,3e-05,0.7,0.8,1e-08,64
50524,192,0.0003,0.5,0.95,1.0,64
50525,256,3e-05,0.3,0.95,0.1,256
50526,192,3e-06,0.3,0.9,0.1,128
50527,64,0.0003,0.3,0.95,1e-08,64
50528,128,0.0003,0.7,0.8,1.0,128
50529,64,0.0003,0.5,0.95,1.0,64
50530,192,3e-06,0.7,0.95,1.0,64
50531,64,3e-05,0.7,0.9,0.1,64
50532,256,0.0003,0.3,0.95,0.1,64
50533,256,0.0003,0.3,0.95,1.0,128
50534,192,3e-06,0.3,0.8,0.1,192
50535,128,3e-06,0.3,0.9,1e-08,192
50536,128,3e-05,0.5,0.9,0.1,128
50537,256,0.0003,0.3,0.8,1.0,192
50538,256,3e-06,0.5,0.8,0.1,256
50539,256,0.0003,0.7,0.95,1e-08,256
50540,256,3e-05,0.3,0.8,0.1,256
50541,128,3e-05,0.7,0.8,1.0,256
50542,64,3e-06,0.3,0.95,1e-08,192
50543,64,3e-06,0.7,0.9,0.1,128
50544,128,3e-06,0.3,0.95,1e-08,192
50545,128,3e-05,0.5,0.95,1e-08,128
50546,192,3e-05,0.3,0.8,1e-08,64
50547,64,3e-05,0.7,0.8,1.0,128
50548,128,3e-06,0.3,0.95,1.0,256
50549,192,0.0003,0.3,0.95,0.1,128
50550,256,3e-05,0.7,0.95,1.0,64
50551,256,3e-05,0.7,0.8,1.0,128
50552,128,3e-06,0.3,0.8,0.1,192
50553,128,3e-06,0.7,0.95,0.1,192
50554,256,0.0003,0.7,0.8,1.0,192
50555,64,3e-06,0.5,0.9,0.1,128
50556,256,3e-06,0.3,0.9,0.1,64
50557,256,0.0003,0.5,0.9,1.0,64
50558,256,3e-06,0.5,0.95,1.0,192
50559,128,3e-06,0.3,0.95,0.1,192
50560,64,3e-06,0.3,0.95,1e-08,192
50561,64,0.0003,0.3,0.9,1e-08,128
50562,64,0.0003,0.5,0.9,1e-08,128
50563,256,0.0003,0.5,0.9,1e-08,64
50564,64,3e-05,0.7,0.9,0.1,192
50565,256,0.0003,0.7,0.95,1e-08,256
50566,64,0.0003,0.3,0.95,0.1,192
50567,256,3e-06,0.5,0.8,1e-08,192
50568,128,0.0003,0.7,0.9,1.0,64
50569,64,3e-05,0.7,0.8,1e-08,64
50570,128,3e-05,0.7,0.9,0.1,256
50571,256,0.0003,0.7,0.8,1e-08,128
50572,256,0.0003,0.3,0.8,1.0,256
50573,64,3e-05,0.7,0.9,1.0,128
50574,256,3e-06,0.3,0.9,0.1,192
50575,128,3e-06,0.7,0.8,1e-08,128
50576,128,0.0003,0.5,0.95,1e-08,128
50577,128,0.0003,0.7,0.8,1.0,256
50578,256,3e-05,0.5,0.8,1e-08,256
50579,128,3e-06,0.5,0.95,0.1,256
50580,64,0.0003,0.7,0.8,1e-08,64
50581,192,0.0003,0.3,0.95,0.1,128
50582,192,3e-06,0.5,0.8,0.1,256
50583,64,3e-06,0.5,0.9,1e-08,192
50584,256,3e-06,0.5,0.95,0.1,64
50585,64,0.0003,0.7,0.95,1e-08,256
50586,256,0.0003,0.5,0.9,1.0,256
50587,128,3e-06,0.5,0.9,0.1,128
